time,P_osc_0,P_osc_1,P_osc_2,P_osc_3,P_osc_4,P_osc_5,P_osc_6,P_osc_7,P_high_ge2
5.16008865403793,0.9647451228829702,0.03469870619725966,0.000549753550006787,6.364940554368846e-06,5.207015305926089e-08,3.5707962524715563e-10,1.9666664819801657e-12,9.609752858751321e-15,0.0005561709197701164
5.216792924961423,0.9640481216611676,0.03537421220040045,0.0005708740634520766,6.735522841116756e-06,5.6157526138509667e-08,3.923987622188816e-10,2.2031488250836382e-12,1.0979453684071745e-14,0.0005776661384322222
5.273497195884916,0.963347524396229,0.03605279590316038,0.000592496947754665,7.1218187042074725e-06,6.050105917999429e-08,4.306164418700685e-10,2.463736031600274e-12,1.2530097883961596e-14,0.0005996797006107604
5.33020146680841,0.9626434811288296,0.036734304289877354,0.0006146248043749843,7.524189777486091e-06,6.511245079053985e-08,4.719248390976711e-10,2.750634321233086e-12,1.4274166973638045e-14,0.0006222145812930084
5.3869057377319045,0.9619361437440986,0.03741858271058476,0.0006372600328043182,7.942989346636292e-06,7.00035623953359e-08,5.165212569877037e-10,3.0659948753251667e-12,1.6228250263306384e-14,0.0006452735453168299
5.443610008655398,0.961225666055447,0.03810547478274173,0.0006604048441126902,8.378563167087385e-06,7.518648916526109e-08,5.646116286278822e-10,3.41201882684457e-12,1.840980812174651e-14,0.0006688591618110001
5.500314279578891,0.9605122037881766,0.03879482240674688,0.0006840612626649537,8.831248628344113e-06,8.06735601973322e-08,6.164113942089827e-10,3.790945997848807e-12,2.0836754507836743e-14,0.0006929738050766723
5.557018550502385,0.9597959146040455,0.03948646574624889,0.0007082311195636052,9.301376457299156e-06,8.647731406806719e-08,6.721422041261012e-10,4.20526000855893e-12,2.3529938276986003e-14,0.0007176196497059667
5.613722821425879,0.9590769581699026,0.04018024316083,0.0007329160467456632,9.789275353934099e-06,9.261045782700545e-08,7.320252326653134e-10,4.658285655394452e-12,2.651317327401656e-14,0.0007427986692674559
5.670427092349373,0.9583554958959379,0.040875991460897924,0.0007581174949561004,1.0295260893570125e-05,9.90858389118611e-08,7.962922717459184e-10,5.153527762561268e-12,2.9802054010747156e-14,0.0007685126431641839
5.727131363272866,0.9576316909731264,0.04157354587674616,0.0007838367249904206,1.0819637826629453e-05,1.0591640096272935e-07,8.651812956398353e-10,5.695008263299879e-12,3.340424251259093e-14,0.0007947631501277209
5.78383563419636,0.956905708333466,0.04227274010138377,0.0008100748057635319,1.1362698992660893e-05,1.1311513374268586e-07,9.389357714581582e-10,6.287409174570163e-12,3.7315509209884894e-14,0.0008215515651504317
5.840539905119854,0.9561777146677379,0.042973406253714694,0.000836832630608272,1.1924727746175215e-05,1.206954059635726e-07,1.0178105587628644e-09,6.934812724271091e-12,4.1552065938598416e-14,0.0008488790785473345
5.897244176043348,0.9554478784087403,0.04367537487519005,0.0008641109344683943,1.2506000590793011e-05,1.2867125139731318e-07,1.1020735526554222e-09,7.63936589053788e-12,4.6193135719711706e-14,0.0008767467160696961
5.953948446966841,0.9547163695276449,0.044378475181431704,0.000891910255987838,1.3106777990591698e-05,1.3705650079972517e-07,1.191988958644793e-09,8.404108926630682e-12,5.131215470760754e-14,0.0009051552909236092
6.010652717890335,0.9539833595418608,0.045082535036807606,0.0009202309526005533,1.3727306533609337e-05,1.4586508759334522e-07,1.2878211803121297e-09,9.231704203730248e-12,5.701197452760137e-14,0.0009341054213316525
6.067356988813829,0.9532490214554112,0.045787381015708825,0.0009490732000555385,1.4367817799694725e-05,1.5511100547442496e-07,1.3898315374554431e-09,1.0124318189106265e-11,6.343401340736124e-14,0.0009635975288799973
6.1240612597373225,0.9525135299302022,0.04649283822006427,0.0009784370007568841,1.5028531214638957e-05,1.64808303498651e-07,1.4983013989820663e-09,1.1086334867395572e-11,7.064287589945391e-14,0.0009936318497333985
6.180765530660816,0.9517770612210528,0.04719873033385914,0.0010083221949930355,1.5709653247103625e-05,1.7497110523979746e-07,1.6135398608583364e-09,1.2124450786624029e-11,7.860115384411941e-14,0.0010242084450882917
6.23746980158431,0.9510397928159762,0.04790487999737611,0.0010387284530669772,1.6411370884500506e-05,1.856135132213769e-07,1.7358520085503325e-09,1.3244105738248383e-11,8.731782482506968e-14,0.0010553271866481314
6.294174072507804,0.9503019035230963,0.048611108713434464,0.0010696552810796009,1.7133852705709258e-05,1.9674958099962394e-07,1.8655549093652995e-09,1.445113810084183e-11,9.67699618247014e-14,0.0010869877634691273
6.350878343431297,0.9495635734070664,0.04931723691062589,0.001101102022870752,1.7877247329664804e-05,2.0839326996644816e-07,2.0029791248595366e-09,1.5751635692030904e-11,1.0689934309100493e-13,0.0011191896823080432
6.407582614354791,0.9488249839361154,0.05002308383582153,0.0011330678107661658,1.8641692692338005e-05,2.205588981111646e-07,2.1484383524253378e-09,1.715027888881333e-11,1.177999666224238e-13,0.0011519322280630461
6.464286885278285,0.948086317806934,0.0507284677046901,0.0011655515946970682,1.9427311796901505e-05,2.3326086580929903e-07,2.3022352875694253e-09,1.865160956540971e-11,1.2963787531705158e-13,0.0011852144883763144
6.520991156201779,0.9473477587366952,0.0514332058838461,0.0011985521764553996,2.023420464647294e-05,2.4651327436430693e-07,2.464679247828667e-09,2.0261109255135417e-11,1.42526641237451e-13,0.0012190353794591208
6.577695427125272,0.9466094914819378,0.0521371148899563,0.0012320681884259116,2.106245140499106e-05,2.603300633815449e-07,2.6360707509431813e-09,2.198463666940652e-11,1.5660103386875224e-13,0.001253393628106273
6.634399698048766,0.9458717017726319,0.052840010455839075,0.0012660980943875477,2.1912111494013613e-05,2.7472494835022437e-07,2.816698932359352e-09,2.3828636253861385e-11,1.720094686870346e-13,0.0012882877715294898
6.69110396897226,0.9451345764545691,0.05354170735575746,0.0013006402182132826,2.2783226667551602e-05,2.897119009558315e-07,3.0069042384689667e-09,2.579887403856809e-11,1.8883139489647252e-13,0.001323716189673734
6.747808239895754,0.9443983032323273,0.05424201967637175,0.0013356927338427213,2.3675817537892872e-05,3.053047797070538e-07,3.2070329134145054e-09,2.790032312023394e-11,2.0718182926601553e-13,0.0013596770913007394
6.804512510819247,0.9436630705316378,0.05494076096307855,0.0013712536591385751,2.458988126037372e-05,3.2151710457046527e-07,3.4174156862276192e-09,3.0137441012311215e-11,2.2724283273001175e-13,0.0013961685052838895
6.8612167817427405,0.942929067481365,0.055637744228422395,0.0014073208655132128,2.5525391413320562e-05,3.3836213945945576e-07,3.6383838437029515e-09,3.251355653790724e-11,2.492556332872044e-13,0.0014331882902126486
6.917921052666235,0.9421964838588143,0.056332782010915725,0.0014438920745400074,2.648229732198718e-05,3.558528373319581e-07,3.870266397079831e-09,3.503112647352614e-11,2.7351971079129917e-13,0.00147073413027037
6.974625323589729,0.941465510404909,0.057025686129151446,0.0014809647797814705,2.7460532814649716e-05,3.7400196225563736e-07,4.113379904976151e-09,3.7701549041047926e-11,2.999723265350879e-13,0.0015088034659398021
