alpha,v_low,leakage_coupling,oscillator_ratio,max_high_population,final_high_population,F_X,t_gate,passes_leakage,passes_fidelity,passes_both
0.5,0.1,0.012,3.0,0.0019625620887658056,0.001656800592671606,0.9429909595957134,12.418235332245127,0,0,0
0.5,0.1,0.012,3.6,0.0009587763645129694,0.00037243399109228526,0.9728320166548261,12.418235332245127,1,0,0
0.5,0.1,0.012,4.5,0.0003969475864793989,5.428312316624238e-06,0.9967068355346962,12.418235332245127,1,0,0
0.5,0.1,0.016,2.0,0.022592245391436644,0.022592245391436644,0.7951058758968845,12.418235332245127,0,0,0
0.5,0.1,0.016,2.4,0.013877646799699219,0.013877646799699219,0.8380939055702915,12.418235332245127,0,0,0
0.5,0.1,0.016,3.0,0.006001700570557721,0.005080401606938804,0.9009071773791508,12.418235332245127,0,0,0
0.5,0.1,0.016,3.6,0.0029615314850320535,0.0011604426672069672,0.9522126795586089,12.418235332245127,0,0,0
0.5,0.1,0.016,4.5,0.0012362440312701094,1.7127311671264715e-05,0.9941529831920483,12.418235332245127,0,0,0
0.5,0.14,0.004,2.0,1.6932845736856348e-05,1.0352298905839835e-05,0.9954530312789105,14.693454198173747,1,0,0
0.5,0.14,0.004,2.4,8.175542818017496e-06,1.2367886637176205e-06,0.9984275629390706,14.693454198173747,1,0,0
0.5,0.14,0.004,3.0,3.351380778004474e-06,3.288877749069223e-11,0.9999918913807944,14.693454198173747,1,1,1
0.5,0.14,0.004,3.6,1.6167605866075495e-06,1.298750863433947e-07,0.9994904610191823,14.693454198173747,1,1,1
0.5,0.14,0.004,4.5,6.624909436239618e-07,6.534958702000386e-07,0.9988569701895295,14.693454198173747,1,0,0
0.5,0.14,0.006,2.0,8.53108436619303e-05,5.221358565504055e-05,0.9897983478801546,14.693454198173747,1,0,0
0.5,0.14,0.006,2.4,4.124917141435264e-05,6.253390406485689e-06,0.9964654876630781,14.693454198173747,1,0,0
0.5,0.14,0.006,3.0,1.692967904011485e-05,1.6676542101382702e-10,0.9999817553573992,14.693454198173747,1,1,1
0.5,0.14,0.006,3.6,8.172343233387076e-06,6.571385526382948e-07,0.9988539049730474,14.693454198173747,1,0,0
0.5,0.14,0.006,4.5,3.350665281319379e-06,3.3052151248042874e-06,0.997430019151988,14.693454198173747,1,0,0
0.5,0.14,0.008,2.0,0.0002677994701065332,0.0001641479830409196,0.9819357299022524,14.693454198173747,1,0,0
0.5,0.14,0.008,2.4,0.00012975397037184196,1.9728068614669896e-05,0.9937250569075666,14.693454198173747,1,0,0
0.5,0.14,0.008,3.0,5.334473796160084e-05,5.269423566200779e-10,0.9999675650262152,14.693454198173747,1,1,1
0.5,0.14,0.008,3.6,2.577451899364708e-05,2.0755054798634844e-06,0.9979634075569098,14.693454198173747,1,0,0
0.5,0.14,0.008,4.5,1.057551261977417e-05,1.0432193407111548e-05,0.9954357112300376,14.693454198173747,1,0,0
0.5,0.14,0.01,2.0,0.0006481281524963176,0.0003980290134464675,0.9719183535347207,14.693454198173747,1,0,0
0.5,0.14,0.01,2.4,0.0003148673304519931,4.805139471898451e-05,0.9902127174125305,14.693454198173747,1,0,0
0.5,0.14,0.01,3.0,0.0001297315349419871,1.2865627813729324e-09,0.9999493205535471,14.693454198173747,1,1,1
0.5,0.14,0.01,3.6,6.275672691893375e-05,5.063118729597424e-06,0.9968196485015468,14.693454198173747,1,0,0
0.5,0.14,0.01,4.5,2.577459425589626e-05,2.5425607771713892e-05,0.9928774590899708,14.693454198173747,1,0,0
0.5,0.14,0.012,2.0,0.0013297218525030023,0.0008185081940576826,0.9598135692996691,14.693454198173747,0,0,0
0.5,0.14,0.012,2.4,0.0006480928476349797,9.93532251829699e-05,0.9859367128620251,14.693454198173747,1,0,0
0.5,0.14,0.012,3.0,0.00026773870899539533,2.6666028581159892e-09,0.9999270222331004,14.693454198173747,1,1,1
0.5,0.14,0.012,3.6,0.000129704234447982,1.0488887414035507e-05,0.995423500732508,14.693454198173747,1,0,0
0.5,0.14,0.012,4.5,5.33335374764412e-05,5.2612042640293156e-05,0.9897596339516027,14.693454198173747,1,0,0
0.5,0.14,0.016,2.0,0.00409044680532524,0.00253271897598047,0.9296773193307512,14.693454198173747,0,0,0
0.5,0.14,0.016,2.4,0.002010115049670197,0.0003117139497463885,0.975135471914194,14.693454198173747,0,0,0
0.5,0.14,0.016,3.0,0.0008360442615233679,8.42933182511903e-09,0.9998702650336021,14.693454198173747,1,1,1
0.5,0.14,0.016,3.6,0.0004065083517494106,3.307052029510697e-05,0.9918784884456384,14.693454198173747,1,0,0
0.5,0.14,0.016,4.5,0.0001676579760311503,0.00016539620151558807,0.981867456131139,14.693454198173747,1,0,0
0.5,0.18,0.004,2.0,3.755990139273673e-06,1.5357915875781843e-09,0.9999445555535318,16.660811018093874,1,1,1
0.5,0.18,0.004,2.4,1.812610058407405e-06,6.889282582969382e-08,0.9996288936501031,16.660811018093874,1,1,1
0.5,0.18,0.004,3.0,7.423417238994685e-07,6.773415045352418e-07,0.9988363299993204,16.660811018093874,1,0,0
0.5,0.18,0.004,3.6,3.5827224722831677e-07,1.2855859627484543e-07,0.9994929045146412,16.660811018093874,1,1,1
0.5,0.18,0.004,4.5,1.4676842176531957e-07,5.916219658809587e-09,0.9998912749920894,16.660811018093874,1,1,1
0.5,0.18,0.006,2.0,1.8971068462711803e-05,7.780709945266892e-09,0.9998752533186687,16.660811018093874,1,1,1
0.5,0.18,0.006,2.4,9.161534995487297e-06,3.48620690885196e-07,0.9991652067503469,16.660811018093874,1,1,1
0.5,0.18,0.006,3.0,3.7543152716065122e-06,3.425693465937264e-06,0.9973836462598654,16.660811018093874,1,0,0
0.5,0.18,0.006,3.6,1.812438557955384e-06,6.506495586974178e-07,0.9988593935690157,16.660811018093874,1,0,0
0.5,0.18,0.006,4.5,7.427161406355587e-07,2.993630547243771e-08,0.9997553866786721,16.660811018093874,1,1,1
0.5,0.18,0.008,2.0,5.9766459594394765e-05,2.4592161797552735e-08,0.9997782381179616,16.660811018093874,1,1,1
0.5,0.18,0.008,2.4,2.8890761282141072e-05,1.1012405266996145e-06,0.9985164064160956,16.660811018093874,1,0,0
0.5,0.18,0.008,3.0,1.1848633505350589e-05,1.0812107034069381e-05,0.9953534373938275,16.660811018093874,1,0,0
0.5,0.18,0.008,3.6,5.72255987122963e-06,2.055189887447341e-06,0.9979731523224488,16.660811018093874,1,0,0
0.5,0.18,0.008,4.5,2.345819937070902e-06,9.45997876183076e-08,0.9995651743587517,16.660811018093874,1,1,1
0.5,0.18,0.01,2.0,0.0001453156892960031,6.00388849480313e-08,0.9996535179976935,16.660811018093874,1,1,1
0.5,0.18,0.01,2.4,7.033311711133282e-05,2.6869733741577044e-06,0.9976828534824246,16.660811018093874,1,0,0
0.5,0.18,0.01,3.0,2.8874572254487037e-05,2.6350715062853642e-05,0.992749239366509,16.660811018093874,1,0,0
0.5,0.18,0.01,3.6,1.3953402620250641e-05,5.013986668521297e-06,0.9968348542114325,16.660811018093874,1,0,0
0.5,0.18,0.01,4.5,5.722467613913608e-06,2.3088167712958663e-07,0.9993206688676819,16.660811018093874,1,1,1
0.5,0.18,0.012,2.0,0.0002998177463404968,1.2449002712041096e-07,0.9995011033664407,16.660811018093874,1,1,1
0.5,0.18,0.012,2.4,0.0001453348208038568,5.567772918478034e-06,0.9966650113424281,16.660811018093874,1,0,0
0.5,0.18,0.012,3.0,5.974072694377861e-05,5.4524013255079483e-05,0.9895755834873013,16.660811018093874,1,0,0
0.5,0.18,0.012,3.6,2.8889121232070807e-05,1.0387549981336127e-05,0.9954453637487439,16.660811018093874,1,0,0
0.5,0.18,0.012,4.5,1.1854326517930299e-05,4.78614923355279e-07,0.99902191009463,16.660811018093874,1,1,1
0.5,0.18,0.016,2.0,0.000935554066627166,3.933640802010952e-07,0.9991132439287952,16.660811018093874,1,1,1
0.5,0.18,0.016,2.4,0.0004552723624942258,1.7565939703764386e-05,0.9940788246912402,16.660811018093874,1,0,0
0.5,0.18,0.016,3.0,0.00018774047903021238,0.00017138959597257428,0.9815428891602123,16.660811018093874,1,0,0
0.5,0.18,0.016,3.6,9.094427721705872e-05,3.275280803244311e-05,0.9919172137843143,16.660811018093874,1,0,0
0.5,0.18,0.016,4.5,3.737120098237509e-05,1.511725971073699e-06,0.9982618363406672,16.660811018093874,1,0,0
0.5,0.24,0.004,2.0,6.688036202899508e-07,6.572302714576209e-07,0.9988537115761034,19.23824745242796,1,0,0
0.5,0.24,0.004,2.4,3.2277592950414944e-07,6.74829217708041e-08,0.999632574098923,19.23824745242796,1,1,1
0.5,0.24,0.004,3.0,1.3226196497431026e-07,1.7071135213075493e-08,0.9998152834150024,19.23824745242796,1,1,1
0.5,0.24,0.004,3.6,6.366419992035761e-08,4.1353256500008474e-08,0.9997123568507555,19.23824745242796,1,1,1
0.5,0.24,0.004,4.5,2.613872694915835e-08,1.1906522144506714e-08,0.9998457563606508,19.23824745242796,1,1,1
0.5,0.24,0.006,2.0,3.3825746267776687e-06,3.3240877799227042e-06,0.9974226978110913,19.23824745242796,1,0,0
0.5,0.24,0.006,2.4,1.6329181188717599e-06,3.416017096719098e-07,0.9991734786928167,19.23824745242796,1,1,1
0.5,0.24,0.006,3.0,6.693046491254222e-07,8.638862247280471e-08,0.9995844371344883,19.23824745242796,1,1,1
0.5,0.24,0.006,3.6,3.221645887525165e-07,2.0935867212240377e-07,0.9993529182966938,19.23824745242796,1,1,1
0.5,0.24,0.006,4.5,1.3226863820421442e-07,6.024425503050115e-08,0.9996529855188782,19.23824745242796,1,1,1
0.5,0.24,0.008,2.0,1.0676155877496453e-05,1.0491713494837045e-05,0.9954227216190664,19.23824745242796,1,0,0
0.5,0.24,0.008,2.4,5.155972818798737e-06,1.0792036502745362e-06,0.9985310988874198,19.23824745242796,1,0,0
0.5,0.24,0.008,3.0,2.1139840644813657e-06,2.729660675421219e-07,0.9992613423302917,19.23824745242796,1,1,1
0.5,0.24,0.008,3.6,1.0178019919738392e-06,6.614690584121011e-07,0.9988499200115448,19.23824745242796,1,0,0
0.5,0.24,0.008,4.5,4.17913061672581e-07,1.9033864898486695e-07,0.9993831693547592,19.23824745242796,1,1,1
0.5,0.24,0.01,2.0,2.6019664233385393e-05,2.5570537757370803e-05,0.992857215082409,19.23824745242796,1,0,0
0.5,0.24,0.01,2.4,1.2572767549594315e-05,2.633466045431054e-06,0.9977057884345739,19.23824745242796,1,0,0
0.5,0.24,0.01,3.0,5.157090148344249e-06,6.661640107388039e-07,0.9988460880136332,19.23824745242796,1,0,0
0.5,0.24,0.01,3.6,2.483539409145147e-06,1.6143157885531574e-06,0.9982035797495841,19.23824745242796,1,0,0
0.5,0.24,0.01,4.5,1.0199152345594923e-06,4.6455279702327477e-07,0.9990363700085029,19.23824745242796,1,1,1
0.5,0.24,0.012,2.0,5.3840103192992786e-05,5.29116129576307e-05,0.9897305743054499,19.23824745242796,1,0,0
0.5,0.24,0.012,2.4,2.603272063401315e-05,5.4572147432440664e-06,0.9966980017172514,19.23824745242796,1,0,0
0.5,0.24,0.012,3.0,1.0683599488947322e-05,1.3807979715590584e-06,0.9983387893390085,19.23824745242796,1,0,0
0.5,0.24,0.012,3.6,5.146508657872177e-06,3.345802639678448e-06,0.9974141760155738,19.23824745242796,1,0,0
0.5,0.24,0.012,4.5,2.1139896670225356e-06,9.629496866873257e-07,0.9986126679517946,19.23824745242796,1,0,0
0.5,0.24,0.016,2.0,0.00016924607146475071,0.00016633538442735934,0.9818162071403481,19.23824745242796,1,0,0
0.5,0.24,0.016,2.4,8.196852579940393e-05,1.72183810908342e-05,0.9941373191165828,19.23824745242796,1,0,0
0.5,0.24,0.016,3.0,3.368463651838917e-05,4.359938439372865e-06,0.9970486461150231,19.23824745242796,1,0,0
0.5,0.24,0.016,3.6,1.623852172086413e-05,1.0560627381533008e-05,0.9954075999434931,19.23824745242796,1,0,0
0.5,0.24,0.016,4.5,6.674079862270561e-06,3.0409822105514115e-06,0.997534963266902,19.23824745242796,1,0,0
0.5,0.32,0.004,2.0,1.1915022720761435e-07,3.476703195037181e-08,0.9997363682844376,22.21441469079183,1,1,1
0.5,0.32,0.004,2.4,5.7480884708298466e-08,2.1242584187948253e-08,0.9997937982825232,22.21441469079183,1,1,1
0.5,0.32,0.004,3.0,2.349520208709672e-08,1.8797401806973813e-08,0.999806146416499,22.21441469079183,1,1,1
0.5,0.32,0.004,3.6,1.135241172626083e-08,3.0604240741270204e-11,0.9999922248361862,22.21441469079183,1,1,1
0.5,0.32,0.004,4.5,4.6491761749565245e-09,3.0019069704183084e-11,0.999992301330189,22.21441469079183,1,1,1
0.5,0.32,0.006,2.0,6.029918494329016e-07,1.7595113323905723e-07,0.9994069279206905,22.21441469079183,1,1,1
0.5,0.32,0.006,2.4,2.908712981536639e-07,1.0758415543857909e-07,0.9995361044774304,22.21441469079183,1,1,1
0.5,0.32,0.006,3.0,1.1893323795221571e-07,9.513433531407097e-08,0.9995638828544607,22.21441469079183,1,1,1
0.5,0.32,0.006,3.6,5.7471417731253115e-08,1.5375425558862428e-10,0.9999825063832407,22.21441469079183,1,1,1
0.5,0.32,0.006,4.5,2.3538936915873458e-08,1.5088029255250954e-10,0.9999826784889887,22.21441469079183,1,1,1
0.5,0.32,0.008,2.0,1.9046388416710683e-06,5.558899343419163e-07,0.9989458939070579,22.21441469079183,1,0,0
0.5,0.32,0.008,2.4,9.189318730874776e-07,3.3993745045236575e-07,0.9991754440857109,22.21441469079183,1,1,1
0.5,0.32,0.008,3.0,3.7580075144605754e-07,3.005827000949828e-07,0.9992248124201206,22.21441469079183,1,1,1
0.5,0.32,0.008,3.6,1.8161176984729903e-07,4.849861121080406e-10,0.9999689008270599,22.21441469079183,1,1,1
0.5,0.32,0.008,4.5,7.439114372713282e-08,4.757291723383716e-10,0.9999692067811967,22.21441469079183,1,1,1
0.5,0.32,0.01,2.0,4.646614475055626e-06,1.3565127561950852e-06,0.9983534482843663,22.21441469079183,1,0,0
0.5,0.32,0.01,2.4,2.2423210076093887e-06,8.297515001828512e-07,0.9987119285797061,22.21441469079183,1,0,0
0.5,0.32,0.01,3.0,9.171847499101249e-07,7.335944708689741e-07,0.99878903381217,22.21441469079183,1,0,0
0.5,0.32,0.01,3.6,4.432877565152831e-07,1.1843785053129982e-09,0.9999514083315689,22.21441469079183,1,1,1
0.5,0.32,0.01,4.5,1.8159639738723145e-07,1.160215483082515e-09,0.9999518863676561,22.21441469079183,1,1,1
0.5,0.32,0.012,2.0,9.626635630205351e-06,2.811380390720083e-06,0.9976298252649415,22.21441469079183,1,0,0
0.5,0.32,0.012,2.4,4.646767068322463e-06,1.7200239687564262e-06,0.9981457013799553,22.21441469079183,1,0,0
0.5,0.32,0.012,3.0,1.9010890130118836e-06,1.520578398482405e-06,0.998256673820349,22.21441469079183,1,0,0
0.5,0.32,0.012,3.6,9.189403953784169e-07,2.4528535836729537e-09,0.9999300291231659,22.21441469079183,1,1,1
0.5,0.32,0.012,4.5,3.7647526067635793e-07,2.4051968965720707e-09,0.9999307175949492,22.21441469079183,1,1,1
0.5,0.32,0.016,2.0,3.0355813129956064e-05,8.873981732467494e-06,0.9957902415767607,22.21441469079183,1,0,0
0.5,0.32,0.016,2.4,1.4662837660199064e-05,5.431234601129529e-06,0.9967058435138055,22.21441469079183,1,0,0
0.5,0.32,0.016,3.0,6.002359800151479e-06,4.801260402245746e-06,0.9969028546712563,22.21441469079183,1,0,0
0.5,0.32,0.016,3.6,2.902226650272062e-06,7.748968162497152e-09,0.9998756114382148,22.21441469079183,1,1,1
0.5,0.32,0.016,4.5,1.1893272643674279e-06,7.595772311278124e-09,0.999876835283162,22.21441469079183,1,1,1
3.0,0.08,0.004,2.0,0.9958360020663446,0.22671278611684428,0.7401314213746275,11.107207345395915,0,0,0
3.0,0.08,0.004,2.4,0.9956609935481786,0.24898493478129366,0.7157329082397379,11.107207345395915,0,0,0
3.0,0.08,0.004,3.0,0.9953453242344252,0.2883346400445512,0.6750091452980606,11.107207345395915,0,0,0
3.0,0.08,0.004,3.6,0.9952907856873043,0.3307366567570514,0.6318670637743387,11.107207345395915,0,0,0
3.0,0.08,0.004,4.5,0.9954217580922253,0.3886068730469691,0.568092482102907,11.107207345395915,0,0,0
3.0,0.08,0.006,2.0,0.9960605859141358,0.6918574553525326,0.2653186524700049,11.107207345395915,0,0,0
3.0,0.08,0.006,2.4,0.9959810739531328,0.7010242783576859,0.24250149025557044,11.107207345395915,0,0,0
3.0,0.08,0.006,3.0,0.9958360043754904,0.7058998579441456,0.20878708333403367,11.107207345395915,0,0,0
3.0,0.08,0.006,3.6,0.9956609933233005,0.7010256273637753,0.17773618192388355,11.107207345395915,0,0,0
3.0,0.08,0.006,4.5,0.9953453318793264,0.6887005477769409,0.13634454068373925,11.107207345395915,0,0,0
3.0,0.08,0.008,2.0,0.9962890096947175,0.5192435706714615,0.4154059783864794,11.107207345395915,0,0,0
3.0,0.08,0.008,2.4,0.9960950780320341,0.5023965788331083,0.4166109704473963,11.107207345395915,0,0,0
3.0,0.08,0.008,3.0,0.9960125231507965,0.4833282251646018,0.41123486177918656,11.107207345395915,0,0,0
3.0,0.08,0.008,3.6,0.995912353222627,0.4723933048571764,0.3968928292409042,11.107207345395915,0,0,0
3.0,0.08,0.008,4.5,0.9957300502326247,0.4621312999592405,0.3656791121585335,11.107207345395915,0,0,0
3.0,0.08,0.01,2.0,0.9964810168591797,0.3662895900804673,0.5766751368017018,11.107207345395915,0,0,0
3.0,0.08,0.01,2.4,0.9963307553672252,0.4029184121892111,0.5490971575509384,11.107207345395915,0,0,0
3.0,0.08,0.01,3.0,0.9960554275971666,0.4557617941426861,0.5002719942348997,11.107207345395915,0,0,0
3.0,0.08,0.01,3.6,0.9957211704194365,0.5043396608437092,0.44438729763493806,11.107207345395915,0,0,0
3.0,0.08,0.01,4.5,0.9951122708197278,0.5747501431260295,0.35339398655822435,11.107207345395915,0,0,0
3.0,0.08,0.012,2.0,0.9961972844462469,0.8423720247849714,0.11534703412930623,11.107207345395915,0,0,0
3.0,0.08,0.012,2.4,0.996177145866707,0.8077587477956689,0.12524745376429053,11.107207345395915,0,0,0
3.0,0.08,0.012,3.0,0.9961401472839873,0.744219455277094,0.13869844272330895,11.107207345395915,0,0,0
3.0,0.08,0.012,3.6,0.9960950785179681,0.6717687501375061,0.14998854482629842,11.107207345395915,0,0,0
3.0,0.08,0.012,4.5,0.9960125237539768,0.5614293349853464,0.165693312204782,11.107207345395915,0,0,0
3.0,0.08,0.016,2.0,0.9966899312218352,0.9365142624612998,0.014083711735536998,11.107207345395915,0,0,0
3.0,0.08,0.016,2.4,0.9966309122373613,0.9196585793555956,0.019733406967236654,11.107207345395915,0,0,0
3.0,0.08,0.016,3.0,0.9965224539394538,0.8773264187452887,0.030327773011784867,11.107207345395915,0,0,0
3.0,0.08,0.016,3.6,0.9963902448352995,0.8166938238630571,0.043193294377151435,11.107207345395915,0,0,0
3.0,0.08,0.016,4.5,0.9961478600677992,0.711719261032984,0.06487875856405238,11.107207345395915,0,0,0
3.0,0.1,0.004,2.0,0.9954989016130679,0.9119371019138068,0.024456087093768588,12.418235332245127,0,0,0
3.0,0.1,0.004,2.4,0.9956822432355328,0.8936096220363616,0.02688950887265468,12.418235332245127,0,0,0
3.0,0.1,0.004,3.0,0.9960040307073341,0.8532871006563804,0.03651499632093671,12.418235332245127,0,0,0
3.0,0.1,0.004,3.6,0.9963704978488619,0.8184198599868023,0.054715392264355275,12.418235332245127,0,0,0
3.0,0.1,0.004,4.5,0.9969715834590511,0.8035568965813348,0.09719487416479425,12.418235332245127,0,0,0
3.0,0.1,0.006,2.0,0.9952480316783796,0.35363090750292486,0.513904948008806,12.418235332245127,0,0,0
3.0,0.1,0.006,2.4,0.9948165677950453,0.4062662113549108,0.4808596393438842,12.418235332245127,0,0,0
3.0,0.1,0.006,3.0,0.9940666618461654,0.46894664599865904,0.4256651772730475,12.418235332245127,0,0,0
3.0,0.1,0.006,3.6,0.994309055375245,0.5227665831382825,0.36392632199810643,12.418235332245127,0,0,0
3.0,0.1,0.006,4.5,0.9947689095564436,0.6230881218894366,0.2648499542335513,12.418235332245127,0,0,0
3.0,0.1,0.008,2.0,0.987270305555328,0.45639153519215125,0.4408622781691965,12.418235332245127,0,0,0
3.0,0.1,0.008,2.4,0.9862640440791779,0.40906418642945735,0.49499010406298694,12.418235332245127,0,0,0
3.0,0.1,0.008,3.0,0.9861917870059129,0.3360767918300467,0.5900228440103319,12.418235332245127,0,0,0
3.0,0.1,0.008,3.6,0.9863866328450713,0.2710284969503687,0.6835141170680258,12.418235332245127,0,0,0
3.0,0.1,0.008,4.5,0.9867336163203108,0.2082058316000691,0.7804058488705522,12.418235332245127,0,0,0
3.0,0.1,0.01,2.0,0.9948147994607486,0.6677638998625937,0.2233527594962071,12.418235332245127,0,0,0
3.0,0.1,0.01,2.4,0.9939587713099132,0.6651904480591695,0.19971309553454372,12.418235332245127,0,0,0
3.0,0.1,0.01,3.0,0.993643713109873,0.6596504053822528,0.16791710577082022,12.418235332245127,0,0,0
3.0,0.1,0.01,3.6,0.9937451817840539,0.651709888527494,0.13545235529453137,12.418235332245127,0,0,0
3.0,0.1,0.01,4.5,0.9939283747596136,0.6389796263135616,0.0789974805169813,12.418235332245127,0,0,0
3.0,0.1,0.012,2.0,0.9960238411863858,0.4970687629166249,0.0653234058100844,12.418235332245127,0,0,0
3.0,0.1,0.012,2.4,0.9959067730479514,0.5442513202025049,0.06216974479271378,12.418235332245127,0,0,0
