alpha,g0_over_omega_rabi0,g0,v_low,oscillator_ratio,max_high_population,final_high_population,F_X,t_gate,passes_leakage,passes_fidelity,passes_both
3.0,0.04,0.0032,0.32,4.5,0.0001671394497173838,1.0775678618742018e-06,0.9985327617027525,22.21441469079183,1,0,0
3.0,0.04,0.0032,0.32,5.5,7.514830664005244e-05,1.2963871217791705e-05,0.9949126282144701,22.21441469079183,1,0,0
3.0,0.04,0.0032,0.32,7.0,2.8752684869689096e-05,1.1271179640363571e-07,0.9995252577206533,22.21441469079183,1,1,1
3.0,0.04,0.0032,0.42,2.4,2.683641019575359e-05,1.1841693335354557e-07,0.9995135207044928,25.449809209923146,1,1,1
3.0,0.04,0.0032,0.42,3.0,1.100917729722513e-05,1.1543262566025839e-07,0.9995196975814895,25.449809209923146,1,1,1
3.0,0.04,0.0032,0.42,3.6,5.3150174850071334e-06,1.1187648671208245e-07,0.9995271619370415,25.449809209923146,1,1,1
3.0,0.04,0.0032,0.42,4.5,2.178749890370449e-06,1.3260627397880017e-06,0.9983717660339143,25.449809209923146,1,0,0
3.0,0.04,0.0032,0.42,5.5,9.76837755263802e-07,6.416422365413567e-07,0.9988674492296992,25.449809209923146,1,0,0
3.0,0.04,0.0032,0.42,7.0,3.717412621218977e-07,2.419226430661349e-09,0.9999304056342129,25.449809209923146,1,1,1
3.0,0.04,0.0032,0.56,2.4,2.7013191445190595e-07,1.0127842618134188e-07,0.9995500648520644,29.386908396347494,1,1,1
3.0,0.04,0.0032,0.56,3.0,1.1067350810787739e-07,3.882492782393336e-09,0.9999118106420681,29.386908396347494,1,1,1
3.0,0.04,0.0032,0.56,3.6,5.3347483113922735e-08,4.829037419693477e-08,0.9996892726204666,29.386908396347494,1,1,1
3.0,0.04,0.0032,0.56,4.5,2.1859025127943363e-08,3.2723553148624452e-09,0.9999190294852203,29.386908396347494,1,1,1
3.0,0.04,0.0032,0.56,5.5,9.796406057194129e-09,8.19350096636952e-09,0.9998720177750892,29.386908396347494,1,1,1
3.0,0.04,0.0032,0.56,7.0,3.732697932423053e-09,2.116329598486853e-09,0.9999349949163505,29.386908396347494,1,1,1
3.0,0.05,0.004,0.1,2.4,0.9953373286917779,0.8936096640167867,0.026889507590811202,12.418235332245127,0,0,0
3.0,0.05,0.004,0.1,3.0,0.9956140319400937,0.8532871219064038,0.03651499408712144,12.418235332245127,0,0,0
