alpha,g0_over_omega_rabi0,g0,v_low,oscillator_ratio,max_high_population,final_high_population,F_X,t_gate,passes_leakage,passes_fidelity,passes_both
3.0,0.05,0.004,0.1,3.6,0.9959297269572525,0.8184198399614503,0.05471539470068825,12.418235332245127,0,0,0
3.0,0.05,0.004,0.1,4.5,0.9964490518791747,0.8035568639510541,0.0971948722705693,12.418235332245127,0,0,0
3.0,0.05,0.004,0.1,5.5,0.9970396987432366,0.8098553632422687,0.16114330275672575,12.418235332245127,0,0,0
3.0,0.05,0.004,0.1,7.0,0.9978102473220648,0.692750000991956,0.2955506732635903,12.418235332245127,0,0,0
3.0,0.05,0.004,0.14,2.4,0.9992156564677691,0.6563017289526517,0.10207910787333496,14.693454198173747,0,0,0
3.0,0.05,0.004,0.14,3.0,0.9983368108004751,0.603076968656483,0.06217132694094699,14.693454198173747,0,0,0
3.0,0.05,0.004,0.14,3.6,0.9962490819152637,0.5560082883942279,0.017120214295622622,14.693454198173747,0,0,0
3.0,0.05,0.004,0.14,4.5,0.9922353663068855,0.5333936684229785,0.006146706857237282,14.693454198173747,0,0,0
3.0,0.05,0.004,0.14,5.5,0.9938877011468381,0.5391795727948837,0.03491084870075921,14.693454198173747,0,0,0
3.0,0.05,0.004,0.14,7.0,0.9966378320018069,0.7982656367611919,0.11690558922812068,14.693454198173747,0,0,0
3.0,0.05,0.004,0.18,2.4,0.9984283568226999,0.6177444019730436,0.1459020656823104,16.660811018093874,0,0,0
3.0,0.05,0.004,0.18,3.0,0.979742337323032,0.8271752829434461,0.12732809643625853,16.660811018093874,0,0,0
3.0,0.05,0.004,0.18,3.6,0.9583185532306512,0.4401200690337611,0.16712455292630216,16.660811018093874,0,0,0
3.0,0.05,0.004,0.18,4.5,0.7843253067191259,0.1642357355319265,0.5403340452884462,16.660811018093874,0,0,0
3.0,0.05,0.004,0.18,5.5,0.5713117575074146,0.49978966222803156,0.19590935089470132,16.660811018093874,0,0,0
3.0,0.05,0.004,0.18,7.0,0.33203954474147357,0.23198773590776883,0.4010494971233344,16.660811018093874,0,0,0
3.0,0.05,0.004,0.24,2.4,0.2676928710475732,0.07874327912251253,0.6302581189837824,19.23824745242796,0,0,0
3.0,0.05,0.004,0.24,3.0,0.13717963325791627,0.023094924616000573,0.7929493744253506,19.23824745242796,0,0,0
3.0,0.05,0.004,0.24,3.6,0.07502961670014205,0.05148600035943594,0.6967727774406383,19.23824745242796,0,0,0
3.0,0.05,0.004,0.24,4.5,0.03411736786607962,0.016508305045338036,0.8238854767386802,19.23824745242796,0,0,0
3.0,0.05,0.004,0.24,5.5,0.016266539154215803,5.349743470635361e-06,0.9967320717274104,19.23824745242796,0,0,0
3.0,0.05,0.004,0.24,7.0,0.006479753057062522,0.0002527160623669529,0.977603759279961,19.23824745242796,0,0,0
3.0,0.05,0.004,0.32,2.4,0.00477467534066135,0.0018129931952449016,0.9403907746841397,22.21441469079183,0,0,0
3.0,0.05,0.004,0.32,3.0,0.0019999947601210084,0.0016062241475099817,0.9438591381527797,22.21441469079183,0,0,0
3.0,0.05,0.004,0.32,3.6,0.0009788302544969704,2.682077860803928e-06,0.9976856413159183,22.21441469079183,1,0,0
3.0,0.05,0.004,0.32,4.5,0.0004052592626881572,2.628885003643718e-06,0.9977083870368156,22.21441469079183,1,0,0
3.0,0.05,0.004,0.32,5.5,0.00018262473795287523,3.158894370757294e-05,0.9920623622357758,22.21441469079183,1,0,0
3.0,0.05,0.004,0.32,7.0,6.999766762985867e-05,2.751311526920569e-07,0.999258313356195,22.21441469079183,1,1,1
3.0,0.05,0.004,0.42,2.4,6.533850682724507e-05,2.8901711362009385e-07,0.9992399809610122,25.449809209923146,1,1,1
3.0,0.05,0.004,0.42,3.0,2.68306611910387e-05,2.817181324167824e-07,0.9992496296137381,25.449809209923146,1,1,1
3.0,0.05,0.004,0.42,3.6,1.296029155191564e-05,2.7303740880568745e-07,0.999261289655028,25.449809209923146,1,1,1
3.0,0.05,0.004,0.42,4.5,5.3151665143982315e-06,3.235630485262345e-06,0.9974570463170513,25.449809209923146,1,0,0
3.0,0.05,0.004,0.42,5.5,2.383638968338445e-06,1.5657900548054051e-06,0.9982309527786178,25.449809209923146,1,0,0
3.0,0.05,0.004,0.42,7.0,9.072997250268513e-07,5.908262930653372e-09,0.9998912603282674,25.449809209923146,1,1,1
3.0,0.05,0.004,0.56,2.4,6.593170219397238e-07,2.471871569330039e-07,0.9992970658513353,29.386908396347494,1,1,1
3.0,0.05,0.004,0.56,3.0,2.7013886330149154e-07,9.484885913448448e-09,0.9998622067693691,29.386908396347494,1,1,1
3.0,0.05,0.004,0.56,3.6,1.302298778984575e-07,1.1787751773147325e-07,0.9995145310125599,29.386908396347494,1,1,1
3.0,0.05,0.004,0.56,4.5,5.336665198161449e-08,7.993336191488578e-09,0.9998734859195779,29.386908396347494,1,1,1
3.0,0.05,0.004,0.56,5.5,2.3918156326666008e-08,2.000063213315053e-08,0.9998000351525744,29.386908396347494,1,1,1
3.0,0.05,0.004,0.56,7.0,9.114018681383787e-09,5.163805138830646e-09,0.9998984316511434,29.386908396347494,1,1,1
