v_low,fidelity,gamma_decay
0.25778981577546717,0.9960122974186777,0.0
0.26214047386054184,0.995978788448647,0.0
0.2665645569787828,0.9959449979001761,0.0
0.2710633043072041,0.9959109234071399,0.0
0.27563797593611883,0.9958765625835305,0.0
0.28028985322208816,0.9958419130232902,0.0
0.28502023914682617,0.9958069723001429,0.0
0.2898304586821632,0.9957717379674245,0.0
0.29472185916116705,0.9957362075579111,0.0
0.2996958106555294,0.995700378583647,0.0
0.3047537063593192,0.9956642485357695,0.0
0.3098969629792141,0.9956278148843343,0.0
0.3151270211313171,0.995591075078137,0.0
0.3204453457446704,0.9955540265445362,0.0
0.3258534264715789,0.9955166666892715,0.0
0.33135277810485936,0.9954789928962834,0.0
0.3369449410021302,0.9954410025275291,0.0
0.34263148151726347,0.995402692922798,0.0
0.34841399243911686,0.995364061399526,0.0
0.354294093437671,0.995325105252607,0.0
0.36027343151769564,0.9952858217542034,0.0
0.3663536814800731,0.9952462081535558,0.0
0.37253654639090583,0.9952062616767897,0.0
0.3788237580585424,0.9951659795267217,0.0
0.3852170775186536,0.9951253588826632,0.0
0.391718295527495,0.9950843969002233,0.0
0.3983292330634943,0.9950430907111096,0.0
0.4050517418373038,0.995001437422927,0.0
0.4118877048104607,0.9949594341189754,0.0
0.41883903672280165,0.9949170778580455,0.0
0.42590768462877676,0.9948743656742128,0.0
0.43309562844281624,0.9948312945766301,0.0
0.4404048814939004,0.9947878615493174,0.0
0.44783749108948906,0.9947440635509516,0.0
0.45539553908896896,0.994699897514653,0.0
0.46308114248677756,0.9946553603477708,0.0
0.4708964540053696,0.9946104489316661,0.0
0.47884366269819034,0.994565160121494,0.0
0.4869249945628254,0.9945194907459834,0.0
0.49514271316449765,0.9944734376072147,0.0
0.5034991202700879,0.9944269974803959,0.0
0.5119965564928556,0.9943801671136365,0.0
0.5206374019480392,0.9943329432277206,0.0
0.5294240769195222,0.9942853225158765,0.0
0.5383590425377502,0.9942373016435457,0.0
0.5474448014690884,0.994188877248149,0.0
0.5566838986168131,0.9941400459388511,0.0
0.5660789218339349,0.9940908042963233,0.0
0.5756325026480517,0.9940411488725042,0.0
0.5853473169984326,0.9939910761903578,0.0
0.5952260859855446,0.9939405827436305,0.0
0.6052715766332277,0.9938896649966054,0.0
0.6154866026637319,0.9938383193838544,0.0
0.6258740252858359,0.9937865423099892,0.0
0.6364367539962663,0.9937343301494092,0.0
0.6471777473946408,0.993681679246047,0.0
0.6581000140121683,0.9936285859131139,0.0
0.6692066131543299,0.9935750464328399,0.0
0.6805006557577866,0.9935210570562151,0.0
0.6919853052617451,0.9934666140027258,0.0
0.7036637784940317,0.9934117134600907,0.0
0.7155393465721196,0.9933563515839936,0.0
0.7276153358193617,0.9933005244978138,0.0
0.739895128696688,0.9932442282923556,0.0
0.7523821647500258,0.9931874590255737,0.0
0.7650799415737106,0.9931302127222976,0.0
0.7779920157901543,0.9930724853739531,0.0
0.7911220040460485,0.9930142729382818,0.0
0.8044735840253806,0.9929555713390577,0.0
0.8180504954795458,0.9928963764658019,0.0
0.8318565412748435,0.992836684173495,0.0
0.8458955884576536,0.9927764902822868,0.0
0.8601715693375873,0.992715790577203,0.0
0.8746884825889218,0.9926545808078513,0.0
0.8894503943706183,0.9925928566881224,0.0
0.9044614394652465,0.9925306138958907,0.0
0.9197258224371291,0.9924678480727115,0.0
0.9352478188100319,0.9924045548235156,0.0
0.9510317762647298,0.992340729716302,0.0
0.967082115856783,0.992276368281827,0.0
0.9834033332548668,0.9922114660132915,0.0
1.0,0.9921460183660256,0.0
