switch_time,error_bound,omega_max
93.94957983193278,3.8060233744356743e-06,0.06269837753418805
95.63025210084034,3.8060233744356743e-06,0.06159647283235699
97.3109243697479,3.8060233744356743e-06,0.06053263046910385
98.99159663865547,3.8060233744356743e-06,0.05950491178541787
100.67226890756302,3.8060233744356743e-06,0.058511507581988524
102.3529411764706,3.8060233744356743e-06,0.05755072749033025
104.03361344537815,3.8060233744356743e-06,0.05662099037416983
105.71428571428572,3.8060233744356743e-06,0.05572081564644058
107.39495798319328,3.8060233744356743e-06,0.05484881540158236
109.07563025210084,3.8060233744356743e-06,0.05400368727520975
110.75630252100841,3.8060233744356743e-06,0.053184207953886384
112.43697478991596,3.8060233744356743e-06,0.05238922726698225
114.11764705882354,3.8060233744356743e-06,0.051617662800605486
115.7983193277311,3.8060233744356743e-06,0.050868494980567676
117.47899159663865,3.8060233744356743e-06,0.0501407625774122
119.15966386554622,3.8060233744356743e-06,0.04943355859183516
120.84033613445378,3.8060233744356743e-06,0.04874602648346471
122.52100840336135,3.8060233744356743e-06,0.04807735671002898
124.2016806722689,3.8060233744356743e-06,0.047426783547511675
125.88235294117648,3.8060233744356743e-06,0.04679358216503488
127.56302521008404,3.8060233744356743e-06,0.04617706593097645
129.24369747899158,3.8060233744356743e-06,0.04557658392927325
130.92436974789916,3.8060233744356743e-06,0.04499151866702327
132.60504201680672,3.8060233744356743e-06,0.04442128395641461
134.28571428571428,3.8060233744356743e-06,0.043865322955708545
135.96638655462186,3.8060233744356743e-06,0.04332310635551437
137.64705882352942,3.8060233744356743e-06,0.04279413069793788
139.32773109243698,3.8060233744356743e-06,0.04227791681738375
141.00840336134453,3.8060233744356743e-06,0.04177400839286189
142.6890756302521,3.8060233744356743e-06,0.04128197060260439
144.36974789915968,3.8060233744356743e-06,0.04080138887265556
146.05042016806723,3.8060233744356743e-06,0.040331867711865504
147.7310924369748,3.8060233744356743e-06,0.039873029626406285
149.41176470588235,3.8060233744356743e-06,0.039424514107549075
151.0924369747899,3.8060233744356578e-06,0.03898597668699792
152.7731092436975,3.8060233744356743e-06,0.03855708805457769
154.45378151260505,3.8060233744356743e-06,0.038137533233526796
156.1344537815126,3.8060233744356578e-06,0.03772701080905396
157.81512605042016,3.8060233744356743e-06,0.037325232206188635
159.49579831932775,3.8060233744356743e-06,0.036931921013288856
161.1764705882353,3.8060233744356743e-06,0.03654681234787396
162.85714285714286,3.8060233744356743e-06,0.03616965226172459
164.53781512605042,3.8060233744356578e-06,0.03580019718244242
166.21848739495798,3.806023374435691e-06,0.0354382133888889
167.89915966386556,3.806023374435691e-06,0.03508347651812925
169.57983193277312,3.8060233744356578e-06,0.034735771101695866
171.26050420168067,3.8060233744356743e-06,0.03439489012915714
172.94117647058823,3.8060233744356743e-06,0.034060634637134234
174.6218487394958,3.8060233744356743e-06,0.033732813322051136
176.30252100840337,3.8060233744356743e-06,0.03341124217503444
177.98319327731093,3.8060233744356743e-06,0.0330957441374987
179.6638655462185,3.8060233744356743e-06,0.03278614877606279
181.34453781512605,3.8060233744356743e-06,0.03248229197554321
183.0252100840336,3.8060233744356743e-06,0.03218401564886238
184.7058823529412,3.8060233744356578e-06,0.031891167462794474
186.38655462184875,3.8060233744356578e-06,0.03160360057854926
188.0672268907563,3.8060233744356743e-06,0.03132117340626553
189.74789915966386,3.8060233744356743e-06,0.03104374937255193
191.42857142857144,3.8060233744356743e-06,0.030771196700273156
193.109243697479,3.8060233744356743e-06,0.03050338819983562
194.78991596638656,3.8060233744356743e-06,0.030240201071277933
196.47058823529412,3.8060233744356743e-06,0.029981516716519357
198.15126050420167,3.8060233744356743e-06,0.02972722056116296
199.83193277310926,3.8060233744356743e-06,0.029477201885291106
201.51260504201682,3.8060233744356743e-06,0.02923135366272821
203.19327731092437,3.8060233744356743e-06,0.0289895724082805
204.87394957983193,3.8060233744356743e-06,0.028751758032494773
206.5546218487395,3.8060233744356743e-06,0.028517813703507835
208.23529411764707,3.8060233744356743e-06,0.028287645715586056
209.91596638655463,3.8060233744356743e-06,0.028061163363980086
211.5966386554622,3.8060233744356743e-06,0.027838278825743547
213.27731092436974,3.8060233744356743e-06,0.02761890704618686
214.9579831932773,3.8060233744356743e-06,0.027402965630657646
216.6386554621849,3.8060233744356743e-06,0.027190374741358513
218.31932773109244,3.8060233744356743e-06,0.026981056998930813
220.0,3.8060233744356743e-06,0.026774937388549372
